Topologia,Avg_RSSI,DIO_Count,DIS_Count,Rank_Changes,PDR,Avg_Delay,Throughput_kbps,Energy_Consumed,Attack_Class
Grid_64,-67.5,55,5,2,44.1,25.6,9.67,0.64,Blackhole
Grid_64,-66.2,53,6,3,39.94,25.6,8.66,0.64,Blackhole
Grid_64,-66.1,54,7,5,35.51,25.6,6.74,0.64,Blackhole
Grid_64,-63.2,46,6,4,41.28,25.6,8.05,0.64,Blackhole
Grid_64,-63.8,54,6,3,29.33,25.6,6.64,0.64,Blackhole
Grid_64,-68.1,54,6,4,26.58,25.6,5.77,0.64,Blackhole
Grid_64,-64.0,50,6,3,26.26,25.6,5.17,0.64,Blackhole
Grid_64,-63.6,47,6,3,27.24,25.6,5.53,0.64,Blackhole
Grid_64,-66.0,57,6,3,26.6,25.6,6.76,0.64,Blackhole
Grid_64,-65.1,47,6,4,37.97,25.6,5.67,0.64,Blackhole
Grid_64,-62.8,55,5,4,33.81,25.6,5.64,0.64,Blackhole
Grid_64,-67.3,45,8,1,28.39,25.6,6.14,0.64,Blackhole
Grid_64,-63.3,51,5,4,45.09,25.6,6.41,0.64,Blackhole
Grid_64,-62.8,63,7,5,32.39,25.6,6.04,0.64,Blackhole
Grid_64,-66.0,46,5,3,23.75,25.6,4.97,0.64,Blackhole
Grid_64,-66.4,53,4,4,32.37,25.6,6.26,0.64,Blackhole
Grid_64,-66.3,55,5,2,36.6,25.6,7.46,0.64,Blackhole
Grid_64,-65.5,62,5,3,51.37,25.6,8.4,0.64,Blackhole
Grid_64,-67.4,59,7,4,44.39,25.6,9.01,0.64,Blackhole
Grid_64,-65.5,52,6,4,38.19,25.6,6.51,0.64,Blackhole
Grid_64,-66.6,55,6,3,32.38,25.6,6.95,0.64,Blackhole
Grid_64,-61.6,45,8,1,46.52,25.6,7.84,0.64,Blackhole
Grid_64,-66.8,49,6,2,30.34,25.6,6.24,0.64,Blackhole
Grid_64,-66.5,45,5,1,36.52,25.6,7.04,0.64,Blackhole
Grid_64,-67.7,42,6,1,31.06,25.6,6.23,0.64,Blackhole
Grid_64,-64.7,48,5,3,31.64,25.6,6.69,0.64,Blackhole
Grid_64,-67.6,56,6,5,32.66,25.6,6.98,0.64,Blackhole
Grid_64,-68.5,55,7,3,35.78,25.6,6.36,0.64,Blackhole
Grid_64,-63.9,56,6,2,28.21,25.6,5.8,0.64,Blackhole
Grid_64,-64.7,47,6,4,23.63,25.6,3.96,0.64,Blackhole
Grid_64,-64.6,42,7,3,33.41,25.6,7.01,0.64,Blackhole
Grid_64,-63.4,48,7,4,45.77,25.6,9.91,0.64,Blackhole
Grid_64,-64.5,55,6,3,39.35,25.6,8.06,0.64,Blackhole
Grid_64,-61.3,53,6,2,50.0,25.6,7.03,0.64,Blackhole
Grid_64,-67.6,50,5,3,41.21,25.6,8.88,0.64,Blackhole
Grid_64,-66.6,45,6,1,31.89,25.6,5.53,0.64,Blackhole
Grid_64,-66.2,58,5,3,36.16,25.6,6.35,0.64,Blackhole
Grid_64,-65.4,49,7,2,33.14,25.6,5.53,0.64,Blackhole
Grid_64,-65.3,47,5,4,34.1,25.6,5.62,0.64,Blackhole
Grid_64,-61.9,46,6,3,27.24,25.6,6.12,0.64,Blackhole
Grid_64,-63.8,53,5,4,40.42,25.6,7.29,0.64,Blackhole
Grid_64,-68.9,52,6,5,34.4,25.6,6.46,0.64,Blackhole
Grid_64,-65.9,52,6,5,45.63,25.6,7.45,0.64,Blackhole
Grid_64,-65.1,40,5,3,49.76,25.6,9.43,0.64,Blackhole
Grid_64,-64.6,56,6,5,42.13,25.6,9.47,0.64,Blackhole
Grid_64,-64.4,55,6,2,29.18,25.6,5.39,0.64,Blackhole
Grid_64,-60.7,47,8,4,35.23,25.6,7.13,0.64,Blackhole
Grid_64,-67.1,43,6,3,41.61,25.6,9.77,0.64,Blackhole
Grid_64,-64.8,49,4,4,44.1,25.6,8.04,0.64,Blackhole
Grid_64,-62.3,60,6,3,37.72,25.6,6.73,0.64,Blackhole
Grid_64,-66.7,60,8,3,30.6,25.6,5.91,0.64,Blackhole
Grid_64,-62.7,53,4,5,35.56,25.6,7.06,0.64,Blackhole
Grid_64,-63.4,52,6,1,40.85,25.6,8.58,0.64,Blackhole
Grid_64,-68.2,55,6,5,33.36,25.6,6.26,0.64,Blackhole
Grid_64,-66.1,50,6,4,33.59,25.6,6.82,0.64,Blackhole
Grid_64,-65.7,40,6,5,37.59,25.6,8.05,0.64,Blackhole
Grid_64,-63.4,52,5,4,32.81,25.6,6.18,0.64,Blackhole
Grid_64,-67.4,52,5,4,25.56,25.6,5.46,0.64,Blackhole
Grid_64,-65.1,52,6,3,27.84,25.6,4.95,0.64,Blackhole
Grid_64,-64.8,51,5,3,40.49,25.6,8.94,0.64,Blackhole
Grid_64,-66.8,49,6,5,31.62,25.6,6.46,0.64,Blackhole
Grid_64,-62.4,54,5,3,47.76,25.6,10.46,0.64,Blackhole
Grid_64,-66.0,49,5,4,38.2,25.6,8.36,0.64,Blackhole
Grid_64,-67.7,56,6,5,33.35,25.6,6.78,0.64,Blackhole
Grid_64,-67.2,50,7,3,40.61,25.6,8.14,0.64,Blackhole
Grid_64,-65.6,56,6,2,34.94,25.6,6.73,0.64,Blackhole
Grid_64,-68.3,49,6,2,42.12,25.6,9.3,0.64,Blackhole
Grid_64,-64.0,50,8,4,37.52,25.6,8.83,0.64,Blackhole
Grid_64,-66.8,56,5,3,38.35,25.6,7.41,0.64,Blackhole
Grid_64,-65.5,46,7,3,34.43,25.6,5.78,0.64,Blackhole
Grid_64,-65.1,56,5,2,36.08,25.6,7.65,0.64,Blackhole
Grid_64,-67.2,57,6,1,31.39,25.6,5.59,0.64,Blackhole
Grid_64,-66.7,58,6,3,34.52,25.6,6.22,0.64,Blackhole
Grid_64,-63.2,43,5,1,42.78,25.6,8.14,0.64,Blackhole
Grid_64,-63.1,50,7,3,29.76,25.6,5.5,0.64,Blackhole
Grid_64,-67.5,42,7,3,22.8,25.6,5.08,0.64,Blackhole
Grid_64,-67.0,46,5,4,38.14,25.6,6.52,0.64,Blackhole
Grid_64,-66.0,50,7,2,39.26,25.6,7.75,0.64,Blackhole
Grid_64,-65.1,56,6,2,39.83,25.6,8.44,0.64,Blackhole
Grid_64,-66.1,57,6,4,23.48,25.6,4.56,0.64,Blackhole
Grid_64,-67.3,43,6,3,36.28,25.6,6.33,0.64,Blackhole
Grid_64,-64.7,58,5,2,45.83,25.6,9.4,0.64,Blackhole
Grid_64,-63.8,48,7,3,40.9,25.6,8.05,0.64,Blackhole
Grid_64,-66.2,58,6,2,30.36,25.6,5.01,0.64,Blackhole
Grid_64,-64.0,45,6,2,35.5,25.6,6.99,0.64,Blackhole
Grid_64,-63.9,41,7,4,26.93,25.6,4.59,0.64,Blackhole
Grid_64,-65.6,57,6,3,42.2,25.6,7.82,0.64,Blackhole
Grid_64,-69.6,42,5,4,33.57,25.6,7.97,0.64,Blackhole
Grid_64,-64.3,44,6,4,51.73,25.6,10.01,0.64,Blackhole
Grid_64,-66.0,51,6,2,35.75,25.6,7.13,0.64,Blackhole
Grid_64,-65.1,53,6,3,29.76,25.6,5.47,0.64,Blackhole
Grid_64,-63.1,55,6,3,39.74,25.6,8.41,0.64,Blackhole
Grid_64,-67.7,51,4,2,27.38,25.6,6.37,0.64,Blackhole
Grid_64,-62.0,49,6,3,31.99,25.6,7.03,0.64,Blackhole
Grid_64,-64.6,52,4,4,33.27,25.6,6.97,0.64,Blackhole
Grid_64,-63.2,46,6,4,31.91,25.6,6.55,0.64,Blackhole
Grid_64,-66.4,51,6,3,37.41,25.6,6.96,0.64,Blackhole
Grid_64,-65.0,53,6,4,32.08,25.6,6.49,0.64,Blackhole
Grid_64,-63.3,48,5,1,45.9,25.6,8.1,0.64,Blackhole
Grid_64,-63.4,52,5,3,32.12,25.6,6.39,0.64,Blackhole
Grid_64,-65.5,58,6,3,21.6,25.6,4.16,0.64,Blackhole
Grid_64,-65.1,62,5,4,47.09,25.6,9.81,0.64,Blackhole
Grid_64,-66.0,60,7,2,28.49,25.6,4.92,0.64,Blackhole
Grid_64,-64.9,58,8,1,45.14,25.6,7.85,0.64,Blackhole
Grid_64,-65.6,49,6,2,30.08,25.6,6.57,0.64,Blackhole
Grid_64,-65.3,45,5,4,16.98,25.6,3.22,0.64,Blackhole
Grid_64,-62.7,50,7,3,29.0,25.6,5.45,0.64,Blackhole
Grid_64,-67.3,39,6,3,30.19,25.6,5.18,0.64,Blackhole
Grid_64,-66.0,61,6,1,24.85,25.6,5.36,0.64,Blackhole
Grid_64,-63.2,44,6,1,34.26,25.6,7.23,0.64,Blackhole
Grid_64,-62.9,51,6,1,32.64,25.6,5.17,0.64,Blackhole
Grid_64,-60.9,56,5,1,35.45,25.6,6.26,0.64,Blackhole
Grid_64,-66.0,54,6,2,46.55,25.6,9.14,0.64,Blackhole
Grid_64,-62.0,45,6,5,37.39,25.6,7.64,0.64,Blackhole
Grid_64,-63.3,44,6,4,42.03,25.6,6.93,0.64,Blackhole
Grid_64,-61.9,45,7,5,36.62,25.6,7.65,0.64,Blackhole
Grid_64,-65.0,48,3,3,26.17,25.6,5.41,0.64,Blackhole
Grid_64,-64.8,47,6,3,28.77,25.6,5.02,0.64,Blackhole
Grid_64,-60.7,42,6,2,31.73,25.6,7.94,0.64,Blackhole
Grid_64,-66.4,50,5,4,49.53,25.6,9.08,0.64,Blackhole
Grid_64,-65.9,59,4,3,36.75,25.6,7.16,0.64,Blackhole
Grid_64,-64.1,52,8,2,31.48,25.6,6.43,0.64,Blackhole
Grid_64,-66.0,45,6,2,24.2,25.6,5.57,0.64,Blackhole
Grid_64,-63.8,50,5,5,30.82,25.6,6.0,0.64,Blackhole
Grid_64,-69.2,49,5,2,32.2,25.6,6.23,0.64,Blackhole
Grid_64,-65.3,54,7,2,33.09,25.6,5.33,0.64,Blackhole
Grid_64,-64.1,48,4,1,46.35,25.6,7.89,0.64,Blackhole
Grid_64,-64.1,56,7,4,37.17,25.6,6.22,0.64,Blackhole
Grid_64,-65.5,64,6,3,39.72,25.6,7.77,0.64,Blackhole
Grid_64,-68.2,48,4,4,22.11,25.6,3.89,0.64,Blackhole
Grid_64,-65.4,40,6,3,35.32,25.6,6.25,0.64,Blackhole
Grid_64,-63.3,54,5,5,42.75,25.6,7.88,0.64,Blackhole
Grid_64,-66.7,54,5,2,29.99,25.6,6.05,0.64,Blackhole
Grid_64,-65.9,48,6,2,40.0,25.6,7.6,0.64,Blackhole
Grid_64,-67.6,54,6,3,24.94,25.6,4.18,0.64,Blackhole
Grid_64,-65.0,50,6,3,27.4,25.6,4.88,0.64,Blackhole
Grid_64,-60.9,54,7,3,35.48,25.6,6.22,0.64,Blackhole
Grid_64,-63.7,64,6,2,32.15,25.6,6.08,0.64,Blackhole
Grid_64,-65.2,61,6,2,47.25,25.6,7.98,0.64,Blackhole
Grid_64,-64.0,45,7,4,37.96,25.6,7.32,0.64,Blackhole
Grid_64,-65.5,54,6,4,41.71,25.6,8.55,0.64,Blackhole
Grid_64,-66.5,51,7,3,33.92,25.6,5.79,0.64,Blackhole
Grid_64,-63.2,51,8,2,31.42,25.6,5.52,0.64,Blackhole
Grid_64,-67.9,59,5,1,47.17,25.6,9.7,0.64,Blackhole
Grid_64,-66.6,42,6,2,31.15,25.6,5.62,0.64,Blackhole
Grid_64,-62.6,51,6,3,29.1,25.6,6.21,0.64,Blackhole
Grid_64,-64.8,48,8,4,22.29,25.6,5.28,0.64,Blackhole
Grid_64,-66.5,50,7,3,38.28,25.6,8.11,0.64,Blackhole
Grid_64,-66.2,47,6,3,32.9,25.6,6.19,0.64,Blackhole
Grid_64,-67.3,50,7,3,34.76,25.6,6.56,0.64,Blackhole
Grid_64,-62.3,50,6,2,39.01,25.6,7.59,0.64,Blackhole
Grid_64,-62.8,49,7,1,30.71,25.6,5.69,0.64,Blackhole
Grid_64,-64.5,46,7,4,50.03,25.6,10.38,0.64,Blackhole
Grid_64,-63.5,55,5,2,30.81,25.6,7.36,0.64,Blackhole
Grid_64,-60.5,49,6,3,24.01,25.6,5.6,0.64,Blackhole
Grid_64,-65.6,54,6,3,29.42,25.6,5.81,0.64,Blackhole
Grid_64,-66.3,49,7,3,30.45,25.6,6.91,0.64,Blackhole
Grid_64,-67.0,52,7,3,36.03,25.6,7.28,0.64,Blackhole
Grid_64,-70.1,45,7,3,39.27,25.6,7.64,0.64,Blackhole
Grid_64,-64.6,44,5,2,32.67,25.6,5.57,0.64,Blackhole
Grid_64,-66.3,48,5,2,34.59,25.6,7.19,0.64,Blackhole
Grid_64,-68.2,55,8,2,31.11,25.6,5.99,0.64,Blackhole
Grid_64,-66.6,52,4,2,33.03,25.6,5.54,0.64,Blackhole
Grid_64,-66.0,53,8,3,23.81,25.6,5.19,0.64,Blackhole
Grid_64,-65.3,53,7,5,31.65,25.6,6.4,0.64,Blackhole
Grid_64,-62.5,50,6,5,27.15,25.6,5.37,0.64,Blackhole
Grid_64,-64.7,52,6,4,29.11,25.6,6.29,0.64,Blackhole
Grid_64,-66.2,45,7,4,45.36,25.6,8.92,0.64,Blackhole
Grid_64,-64.4,47,5,4,49.04,25.6,10.51,0.64,Blackhole
Grid_64,-65.3,54,6,2,29.19,25.6,6.26,0.64,Blackhole
Grid_64,-65.0,45,7,2,38.83,25.6,6.69,0.64,Blackhole
Grid_64,-61.8,51,4,3,44.22,25.6,6.79,0.64,Blackhole
Grid_64,-66.8,52,8,2,30.06,25.6,5.79,0.64,Blackhole
Grid_64,-62.9,54,6,3,39.7,25.6,7.13,0.64,Blackhole
Grid_64,-65.5,56,4,2,36.87,25.6,6.53,0.64,Blackhole
Grid_64,-65.1,45,6,3,25.44,25.6,5.71,0.64,Blackhole
Grid_64,-63.2,53,7,4,31.84,25.6,5.72,0.64,Blackhole
Grid_64,-66.9,52,7,1,39.34,25.6,8.0,0.64,Blackhole
Grid_64,-66.8,61,7,3,45.54,25.6,9.88,0.64,Blackhole
Grid_64,-63.9,52,6,2,48.1,25.6,9.27,0.64,Blackhole
Grid_64,-64.1,52,7,4,24.3,25.6,4.99,0.64,Blackhole
Grid_64,-67.7,47,5,4,31.42,25.6,5.19,0.64,Blackhole
Grid_64,-65.1,47,5,4,30.03,25.6,5.96,0.64,Blackhole
Grid_64,-63.0,50,5,3,30.35,25.6,5.75,0.64,Blackhole
Grid_64,-66.0,45,7,3,33.99,25.6,8.25,0.64,Blackhole
Grid_64,-67.4,45,5,1,33.05,25.6,6.62,0.64,Blackhole
Grid_64,-67.5,46,7,4,41.1,25.6,8.64,0.64,Blackhole
Grid_64,-64.9,55,6,3,37.73,25.6,7.46,0.64,Blackhole
Grid_64,-63.9,54,5,3,25.85,25.6,4.61,0.64,Blackhole
Grid_64,-68.8,45,5,1,48.16,25.6,9.79,0.64,Blackhole
Grid_64,-63.1,50,6,1,28.37,25.6,4.97,0.64,Blackhole
Grid_64,-65.2,53,5,2,41.88,25.6,8.81,0.64,Blackhole
Grid_64,-64.1,44,6,3,23.62,25.6,3.77,0.64,Blackhole
Grid_64,-65.5,57,6,3,35.42,25.6,7.84,0.64,Blackhole
Grid_64,-62.8,52,4,3,42.1,25.6,6.54,0.64,Blackhole
Grid_64,-62.1,50,7,5,34.39,25.6,7.12,0.64,Blackhole
Grid_64,-64.2,52,6,4,31.61,25.6,6.14,0.64,Blackhole
Grid_64,-65.2,54,5,2,37.63,25.6,7.41,0.64,Blackhole
Grid_64,-67.6,42,6,3,47.73,25.6,7.09,0.64,Blackhole
Grid_64,-63.2,48,8,3,40.15,25.6,7.4,0.64,Blackhole
Grid_64,-64.6,54,6,5,19.18,25.6,3.67,0.64,Blackhole
Grid_64,-65.2,48,6,4,36.39,25.6,7.34,0.64,Blackhole
Grid_64,-66.0,57,5,2,24.19,25.6,4.72,0.64,Blackhole
Grid_64,-68.8,58,5,2,32.38,25.6,6.28,0.64,Blackhole
Grid_64,-64.2,45,8,3,35.0,25.6,6.8,0.64,Blackhole
Grid_64,-64.4,47,6,3,31.53,25.6,6.36,0.64,Blackhole
Grid_64,-66.6,58,6,4,32.16,25.6,5.64,0.64,Blackhole
Grid_64,-67.7,57,6,3,20.05,25.6,3.61,0.64,Blackhole
Grid_64,-64.2,45,6,4,28.12,25.6,5.45,0.64,Blackhole
Grid_64,-67.0,56,6,5,37.65,25.6,7.14,0.64,Blackhole
Grid_64,-65.8,52,5,4,36.55,25.6,8.1,0.64,Blackhole
Grid_64,-63.5,55,5,4,26.37,25.6,5.34,0.64,Blackhole
Grid_64,-64.4,62,4,4,28.14,25.6,5.23,0.64,Blackhole
Grid_64,-68.1,50,7,1,32.84,25.6,6.29,0.64,Blackhole
Grid_64,-63.5,50,5,3,34.32,25.6,6.19,0.64,Blackhole
Grid_64,-61.4,44,5,3,32.94,25.6,6.51,0.64,Blackhole
Grid_64,-63.3,48,5,5,47.95,25.6,10.04,0.64,Blackhole
Grid_64,-65.4,51,5,2,20.15,25.6,3.4,0.64,Blackhole
Grid_64,-63.5,53,4,5,39.43,25.6,7.7,0.64,Blackhole
Grid_64,-64.8,46,6,2,35.74,25.6,7.57,0.64,Blackhole
Grid_64,-61.8,67,6,3,43.74,25.6,8.25,0.64,Blackhole
Grid_64,-65.8,54,5,5,36.01,25.6,6.89,0.64,Blackhole
Grid_64,-65.0,52,8,1,34.1,25.6,6.21,0.64,Blackhole
Grid_64,-67.0,51,6,1,42.77,25.6,8.87,0.64,Blackhole
Grid_64,-63.6,55,4,3,34.49,25.6,6.24,0.64,Blackhole
Grid_64,-67.4,44,5,4,26.59,25.6,5.09,0.64,Blackhole
Grid_64,-68.7,51,4,3,36.8,25.6,8.07,0.64,Blackhole
Grid_64,-63.6,60,5,2,40.05,25.6,6.63,0.64,Blackhole
Grid_64,-65.2,60,6,3,44.13,25.6,7.56,0.64,Blackhole
Grid_64,-64.8,56,7,2,33.75,25.6,5.73,0.64,Blackhole
Grid_64,-64.3,51,6,2,41.93,25.6,8.26,0.64,Blackhole
Grid_64,-67.2,54,5,4,41.31,25.6,7.93,0.64,Blackhole
Grid_64,-67.3,54,5,3,45.79,25.6,9.79,0.64,Blackhole
Grid_64,-65.2,46,7,3,50.18,25.6,7.1,0.64,Blackhole
Grid_64,-67.3,43,9,4,41.87,25.6,8.28,0.64,Blackhole
Grid_64,-67.7,51,7,2,35.8,25.6,7.2,0.64,Blackhole
Grid_64,-62.5,54,8,3,36.17,25.6,6.55,0.64,Blackhole
Grid_64,-67.1,57,5,3,28.49,25.6,5.89,0.64,Blackhole
Grid_64,-62.6,55,4,4,35.51,25.6,7.67,0.64,Blackhole
Grid_64,-63.4,54,6,4,37.35,25.6,7.15,0.64,Blackhole
Grid_64,-66.9,56,7,3,31.48,25.6,5.8,0.64,Blackhole
Grid_64,-67.3,50,7,2,48.58,25.6,9.01,0.64,Blackhole
Grid_64,-63.4,50,6,1,36.56,25.6,8.09,0.64,Blackhole
Grid_64,-69.1,52,6,2,28.99,25.6,5.58,0.64,Blackhole
Grid_64,-67.4,50,7,2,20.46,25.6,4.42,0.64,Blackhole
Grid_64,-62.6,60,6,2,36.48,25.6,7.97,0.64,Blackhole
Grid_64,-66.2,55,6,3,28.6,25.6,6.51,0.64,Blackhole
Grid_64,-67.8,53,5,3,35.87,25.6,6.97,0.64,Blackhole
Grid_64,-65.4,49,7,3,29.17,25.6,6.55,0.64,Blackhole
Grid_64,-67.5,58,6,3,25.46,25.6,5.4,0.64,Blackhole
Grid_64,-63.9,49,7,3,45.29,25.6,9.02,0.64,Blackhole
Grid_64,-63.4,47,7,3,34.45,25.6,6.94,0.64,Blackhole
Grid_64,-69.7,51,7,1,52.62,25.6,11.05,0.64,Blackhole
Grid_64,-63.9,54,6,4,24.29,25.6,4.31,0.64,Blackhole
Grid_64,-69.1,42,4,5,32.49,25.6,7.44,0.64,Blackhole
Grid_64,-67.0,50,6,3,30.48,25.6,5.1,0.64,Blackhole
Grid_64,-63.8,54,7,3,42.04,25.6,7.76,0.64,Blackhole
Grid_64,-68.1,43,7,2,36.21,25.6,7.89,0.64,Blackhole
Grid_64,-65.8,53,7,3,33.71,25.6,6.91,0.64,Blackhole
Grid_64,-63.9,50,6,1,33.42,25.6,6.45,0.64,Blackhole
Grid_64,-66.5,51,3,1,38.2,25.6,7.5,0.64,Blackhole
Grid_64,-64.7,65,5,5,35.48,25.6,6.66,0.64,Blackhole
Grid_64,-64.2,47,7,2,36.38,25.6,8.22,0.64,Blackhole
Grid_64,-59.6,58,6,4,47.45,25.6,10.3,0.64,Blackhole
Grid_64,-63.8,39,7,5,29.54,25.6,5.06,0.64,Blackhole
Grid_64,-65.2,52,5,1,50.4,25.6,11.86,0.64,Blackhole
Grid_64,-63.6,50,8,2,22.84,25.6,4.4,0.64,Blackhole
Grid_64,-65.9,45,7,4,30.61,25.6,5.66,0.64,Blackhole
Grid_64,-65.7,57,6,3,37.32,25.6,7.81,0.64,Blackhole
Grid_64,-67.1,46,7,5,44.19,25.6,7.13,0.64,Blackhole
Grid_64,-66.7,53,7,4,47.52,25.6,10.23,0.64,Blackhole
Grid_64,-66.4,53,5,3,31.79,25.6,6.7,0.64,Blackhole
Grid_64,-66.1,48,5,3,33.31,25.6,7.76,0.64,Blackhole
Grid_64,-65.5,60,7,2,31.13,25.6,5.46,0.64,Blackhole
Grid_64,-61.0,41,6,4,35.24,25.6,6.93,0.64,Blackhole
Grid_64,-66.0,49,5,3,28.67,25.6,6.12,0.64,Blackhole
Grid_64,-61.4,58,6,3,54.06,25.6,10.36,0.64,Blackhole
Grid_64,-65.5,53,6,5,32.39,25.6,6.91,0.64,Blackhole
Grid_64,-64.1,49,6,3,35.27,25.6,8.04,0.64,Blackhole
Grid_64,-65.6,39,6,3,41.97,25.6,7.25,0.64,Blackhole
Grid_64,-66.2,60,6,1,33.62,25.6,7.57,0.64,Blackhole
Grid_64,-66.7,50,5,3,26.71,25.6,5.25,0.64,Blackhole
Grid_64,-65.0,57,6,3,40.14,25.6,9.01,0.64,Blackhole
Grid_64,-64.1,44,5,5,40.57,25.6,7.08,0.64,Blackhole
Grid_64,-64.0,51,8,3,49.29,25.6,9.58,0.64,Blackhole
Grid_64,-65.1,57,5,3,33.98,25.6,6.21,0.64,Blackhole
Grid_64,-62.7,49,7,2,39.2,25.6,8.16,0.64,Blackhole
Grid_64,-64.2,52,6,4,26.07,25.6,5.12,0.64,Blackhole
Grid_64,-64.1,51,6,5,23.36,25.6,4.66,0.64,Blackhole
Grid_64,-67.4,54,6,4,32.28,25.6,6.24,0.64,Blackhole
Grid_64,-63.8,54,8,3,24.98,25.6,5.48,0.64,Blackhole
Grid_64,-62.8,45,7,4,32.51,25.6,7.78,0.64,Blackhole
Grid_64,-63.4,44,7,2,27.02,25.6,5.69,0.64,Blackhole
Grid_64,-65.7,58,6,1,36.42,25.6,7.84,0.64,Blackhole
Grid_64,-65.2,51,4,4,26.51,25.6,4.15,0.64,Blackhole
Grid_64,-62.8,44,5,3,40.7,25.6,9.54,0.64,Blackhole
Grid_64,-63.0,48,5,3,46.16,25.6,10.03,0.64,Blackhole
Grid_64,-65.8,52,6,2,27.43,25.6,5.42,0.64,Blackhole
Grid_64,-64.1,52,6,1,36.31,25.6,6.16,0.64,Blackhole
Grid_64,-66.5,54,4,2,37.66,25.6,6.56,0.64,Blackhole
Grid_64,-62.7,55,5,4,27.53,25.6,6.36,0.64,Blackhole
Grid_64,-64.4,49,7,5,29.01,25.6,6.5,0.64,Blackhole
Grid_64,-62.8,57,6,1,29.63,25.6,5.0,0.64,Blackhole
Grid_64,-64.2,46,7,4,16.97,25.6,3.58,0.64,Blackhole
Grid_64,-64.5,50,6,1,34.95,25.6,7.18,0.64,Blackhole
Grid_64,-67.0,55,4,3,40.37,25.6,7.53,0.64,Blackhole
Grid_64,-64.9,45,6,3,24.29,25.6,5.75,0.64,Blackhole
Grid_64,-67.3,50,5,5,25.09,25.6,4.3,0.64,Blackhole
Grid_64,-65.7,51,8,2,38.24,25.6,7.75,0.64,Blackhole
Grid_64,-66.1,49,6,4,36.49,25.6,8.79,0.64,Blackhole
Grid_64,-65.4,56,6,5,40.25,25.6,8.51,0.64,Blackhole
Grid_64,-67.3,61,6,5,32.22,25.6,5.63,0.64,Blackhole
Grid_64,-68.0,49,5,2,47.27,25.6,8.0,0.64,Blackhole
Grid_64,-67.4,39,6,2,29.53,25.6,5.95,0.64,Blackhole
Grid_64,-61.6,49,4,2,27.18,25.6,5.69,0.64,Blackhole
Grid_64,-68.7,49,5,3,44.56,25.6,8.12,0.64,Blackhole
Grid_64,-66.4,51,6,4,29.21,25.6,5.71,0.64,Blackhole
Grid_64,-65.5,48,6,2,27.3,25.6,4.72,0.64,Blackhole
Grid_64,-60.6,56,6,4,30.76,25.6,5.36,0.64,Blackhole
Grid_64,-66.6,51,6,3,41.1,25.6,7.93,0.64,Blackhole
Grid_64,-65.9,54,9,4,25.98,25.6,4.62,0.64,Blackhole
Grid_64,-63.4,59,7,3,36.34,25.6,7.2,0.64,Blackhole
Grid_64,-68.0,56,7,3,31.94,25.6,6.59,0.64,Blackhole
Grid_64,-64.6,52,7,4,29.8,25.6,5.95,0.64,Blackhole
Grid_64,-64.1,47,5,5,34.91,25.6,6.35,0.64,Blackhole
Grid_64,-66.5,59,6,5,39.57,25.6,6.75,0.64,Blackhole
Grid_64,-63.1,48,6,3,35.77,25.6,6.74,0.64,Blackhole
Grid_64,-65.8,53,6,2,28.16,25.6,5.42,0.64,Blackhole
Grid_64,-66.8,52,5,4,38.47,25.6,7.0,0.64,Blackhole
Grid_64,-65.2,48,6,5,42.8,25.6,8.1,0.64,Blackhole
Grid_64,-65.1,60,7,1,39.08,25.6,6.98,0.64,Blackhole
Grid_64,-63.1,55,6,2,39.88,25.6,7.74,0.64,Blackhole
Grid_64,-66.3,52,7,3,36.95,25.6,7.53,0.64,Blackhole
Grid_64,-66.9,54,6,4,28.58,25.6,6.33,0.64,Blackhole
Grid_64,-66.0,64,5,1,37.87,25.6,7.06,0.64,Blackhole
Grid_64,-67.2,48,6,4,32.09,25.6,5.68,0.64,Blackhole
Grid_64,-60.3,57,7,3,19.88,25.6,3.14,0.64,Blackhole
Grid_64,-64.7,53,5,5,35.12,25.6,6.75,0.64,Blackhole
Grid_64,-63.2,50,6,1,23.59,25.6,4.22,0.64,Blackhole
Grid_64,-65.6,51,7,5,30.87,25.6,5.81,0.64,Blackhole
Grid_64,-65.7,43,7,3,40.46,25.6,6.4,0.64,Blackhole
Grid_64,-68.1,60,6,5,38.88,25.6,8.25,0.64,Blackhole
Grid_64,-63.8,50,6,3,35.85,25.6,7.83,0.64,Blackhole
Grid_64,-65.2,43,7,3,32.8,25.6,5.61,0.64,Blackhole
Grid_64,-69.8,43,7,3,30.77,25.6,5.59,0.64,Blackhole
Grid_64,-64.7,52,5,2,31.66,25.6,7.33,0.64,Blackhole
Grid_64,-61.9,47,5,3,24.34,25.6,5.68,0.64,Blackhole
Grid_64,-64.8,51,6,2,45.14,25.6,8.86,0.64,Blackhole
Grid_64,-66.3,52,4,2,37.37,25.6,8.5,0.64,Blackhole
Grid_64,-62.5,51,4,5,37.99,25.6,8.24,0.64,Blackhole
Grid_64,-66.6,49,7,5,40.34,25.6,10.48,0.64,Blackhole
Grid_64,-63.3,53,6,3,30.3,25.6,5.49,0.64,Blackhole
Grid_64,-65.3,57,7,1,37.35,25.6,7.86,0.64,Blackhole
Grid_64,-68.7,49,6,3,27.22,25.6,5.22,0.64,Blackhole
Grid_64,-63.5,46,5,3,32.09,25.6,6.56,0.64,Blackhole
Grid_64,-64.1,50,7,2,33.44,25.6,5.19,0.64,Blackhole
Grid_64,-63.0,53,6,1,29.38,25.6,5.69,0.64,Blackhole
