Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Malicious_Prob,Path_Selected,PDR,Avg_Delay,Throughput_kbps,Energy_Consumed,Packet_Loss,Anomaly_Score,Label,Attack_Class
N81,0.448,0.533,0.491,0.414,P1->P17->P21,75.2,22.55,83,4.147,11.21,0.939,0,Packet Drop
N34,0.419,0.641,0.53,0.713,P2->P19->P26,93.32,16.36,31,3.62,48.18,0.296,1,Sybil Attack
N21,0.842,0.793,0.818,0.123,P7->P18->P22,85.49,17.81,82,1.664,34.54,0.455,0,Normal
N96,0.805,0.577,0.691,0.625,P6->P13->P29,74.45,43.84,31,4.181,24.02,0.226,0,Normal
N11,0.895,0.518,0.706,0.538,P8->P16->P26,91.25,29.78,92,2.899,13.43,0.269,1,Selective Forwarding
N121,0.427,0.892,0.66,0.688,P7->P11->P28,52.22,22.0,49,2.926,17.06,0.761,0,Normal
N152,0.32,0.248,0.284,0.43,P4->P19->P24,52.31,27.12,32,4.221,41.25,0.033,0,Packet Drop
N19,0.557,0.938,0.748,0.713,P10->P19->P28,91.08,32.71,91,0.906,42.24,0.013,1,Data Tampering
N187,0.519,0.883,0.701,0.624,P9->P16->P26,71.52,28.18,91,2.213,56.71,0.208,0,Normal
N49,0.271,0.352,0.312,0.641,P2->P17->P22,78.48,28.21,32,3.519,9.06,0.431,1,Sybil Attack
N50,0.797,0.209,0.503,0.428,P4->P12->P28,54.42,41.6,15,4.627,1.45,0.603,0,Normal
N133,0.313,0.975,0.644,0.725,P1->P15->P30,60.14,37.29,84,3.256,54.94,0.37,0,Normal
N119,0.278,0.283,0.28,0.25,P7->P13->P27,86.17,14.16,95,1.451,9.54,0.763,0,Data Tampering
N48,0.721,0.381,0.551,0.998,P7->P15->P24,74.02,25.4,95,4.875,31.37,0.795,0,Normal
N27,0.508,0.523,0.516,0.189,P5->P16->P22,80.61,7.07,19,3.502,2.1,0.559,0,Normal
N29,0.298,0.265,0.282,0.402,P8->P13->P23,67.48,44.01,38,3.021,18.23,0.249,0,Normal
N36,0.834,0.203,0.518,0.526,P10->P18->P29,57.48,12.54,80,2.677,1.69,0.246,1,Selective Forwarding
N100,0.209,0.623,0.416,0.018,P2->P15->P22,60.54,18.1,66,0.599,56.52,0.426,0,Normal
N192,0.753,0.56,0.657,0.215,P9->P12->P26,82.8,43.23,69,3.715,43.74,0.936,0,Packet Drop
N126,0.5,0.626,0.563,0.028,P7->P19->P24,58.3,30.14,43,3.673,31.33,0.151,0,Sybil Attack
N153,0.278,0.836,0.557,0.184,P1->P19->P28,62.05,35.03,47,2.978,45.63,0.339,0,Normal
N33,0.207,0.443,0.325,0.831,P3->P18->P21,53.71,31.74,77,4.122,53.62,0.634,0,Normal
N189,0.471,0.269,0.37,0.517,P7->P16->P25,76.08,36.28,22,2.16,4.97,0.583,0,Normal
N119,0.809,0.842,0.826,0.331,P1->P17->P30,94.62,33.84,59,1.159,13.46,0.701,0,Normal
N177,0.698,0.968,0.833,0.084,P5->P15->P30,82.43,6.08,27,4.508,56.74,0.108,0,Data Tampering
N112,0.358,0.704,0.531,0.196,P9->P12->P29,62.97,9.27,60,1.234,3.98,0.967,0,Normal
N35,0.577,0.657,0.617,0.184,P7->P12->P26,51.78,8.81,28,3.674,52.91,0.641,0,Normal
N26,0.619,0.531,0.575,0.039,P1->P20->P21,59.89,13.32,50,1.337,6.93,0.139,0,Selective Forwarding
N110,0.519,0.568,0.544,0.227,P7->P19->P29,99.83,8.7,25,3.662,19.3,0.945,0,Packet Drop
N172,0.93,0.888,0.909,0.707,P5->P13->P27,65.32,30.07,81,4.609,0.85,0.719,0,Normal
N138,0.519,0.971,0.745,0.551,P10->P14->P27,59.51,49.45,17,1.409,26.27,0.378,0,Normal
N48,0.596,0.716,0.656,0.974,P9->P14->P24,75.22,24.47,34,4.81,7.61,0.106,0,Normal
N78,0.655,0.877,0.766,0.86,P1->P18->P30,96.27,14.41,39,3.271,23.36,0.78,0,Normal
N111,0.562,0.827,0.694,0.625,P4->P16->P23,65.86,37.52,93,2.461,41.58,0.747,0,Normal
N128,0.231,0.924,0.578,0.254,P6->P19->P25,62.87,12.33,51,2.857,10.9,0.696,0,Normal
N50,0.266,0.839,0.552,0.751,P1->P20->P22,68.89,19.61,19,4.237,19.07,0.154,1,Sybil Attack
N29,0.255,0.854,0.554,0.408,P2->P17->P22,78.21,6.8,50,4.521,19.42,0.503,0,Data Tampering
N49,0.383,0.961,0.672,0.597,P9->P12->P26,63.05,10.29,32,3.856,40.09,0.764,0,Normal
N76,0.868,0.655,0.762,0.723,P4->P18->P21,64.4,35.0,69,4.454,45.86,0.444,0,Normal
N121,0.917,0.304,0.61,0.784,P7->P19->P29,97.7,18.08,33,4.707,20.08,0.145,0,Normal
N26,0.445,0.908,0.676,0.057,P3->P12->P23,90.6,31.95,61,1.118,9.33,0.565,0,Normal
N165,0.486,0.363,0.424,0.309,P2->P14->P29,58.76,22.61,40,2.496,56.0,0.315,0,Normal
N86,0.538,0.291,0.414,0.93,P2->P20->P29,59.44,37.96,96,1.507,26.19,0.723,0,Normal
N54,0.36,0.83,0.595,0.987,P9->P15->P21,52.14,35.76,67,2.205,2.18,0.369,0,Normal
N38,0.689,0.513,0.601,0.587,P8->P14->P28,63.39,28.61,24,3.19,23.48,0.228,1,Packet Drop
N35,0.405,0.794,0.6,0.327,P2->P15->P27,85.99,48.29,18,2.23,45.69,0.749,0,Normal
N71,0.39,0.593,0.492,0.273,P2->P16->P23,88.57,42.77,13,3.979,5.54,0.837,0,Data Tampering
N59,0.351,0.235,0.293,0.302,P8->P15->P24,53.48,31.2,74,3.511,6.12,0.782,0,Normal
N42,0.772,0.548,0.66,0.221,P8->P16->P21,84.09,30.34,10,1.442,7.88,0.534,0,Normal
N101,0.221,0.631,0.426,0.82,P9->P11->P30,62.22,48.36,57,3.455,24.6,0.829,0,Normal
N80,0.289,0.904,0.596,0.65,P1->P15->P26,56.19,16.05,63,0.684,47.2,0.208,0,Normal
N148,0.37,0.823,0.596,0.617,P2->P14->P21,81.23,10.37,69,4.54,29.53,0.726,1,Packet Drop
N5,0.592,0.389,0.49,0.125,P10->P16->P27,99.57,8.61,56,1.463,13.6,0.19,0,Normal
N133,0.341,0.317,0.329,0.932,P4->P18->P30,68.11,20.06,25,1.338,26.12,0.011,0,Normal
N82,0.637,0.537,0.587,0.044,P8->P11->P26,97.95,16.94,23,2.461,51.2,0.955,0,Sybil Attack
N137,0.912,0.703,0.808,0.196,P2->P12->P26,79.11,49.65,22,4.348,36.91,0.573,0,Data Tampering
N29,0.412,0.903,0.658,0.71,P1->P19->P29,53.53,17.06,31,1.476,59.54,0.696,0,Normal
N128,0.559,0.331,0.445,0.97,P5->P13->P30,51.38,13.33,27,4.329,11.7,0.064,0,Normal
N66,0.532,0.935,0.734,0.811,P10->P15->P29,68.62,18.9,20,4.443,57.58,0.091,0,Normal
N28,0.856,0.648,0.752,0.813,P2->P14->P21,63.05,7.85,44,4.524,3.34,0.842,1,Packet Drop
N44,0.638,0.245,0.442,0.758,P8->P14->P26,86.9,49.64,51,4.617,57.6,0.032,0,Normal
N111,0.671,0.798,0.734,0.375,P6->P11->P27,96.0,31.25,52,4.972,29.17,0.93,0,Packet Drop
N2,0.614,0.418,0.516,0.084,P8->P18->P26,84.83,37.44,64,4.983,9.61,0.827,0,Packet Drop
N88,0.298,0.603,0.45,0.758,P3->P14->P28,52.21,49.54,72,3.787,1.37,0.695,0,Normal
N140,0.776,0.59,0.683,0.229,P7->P16->P25,69.04,26.93,19,4.307,11.76,0.203,0,Normal
N159,0.587,0.735,0.661,0.424,P9->P18->P25,99.17,45.76,29,4.424,58.11,0.297,0,Normal
N13,0.958,0.734,0.846,0.158,P9->P12->P21,99.89,28.07,29,4.793,44.56,0.874,0,Normal
N176,0.483,0.258,0.37,0.595,P6->P20->P24,77.67,25.96,30,1.795,58.45,0.839,0,Normal
N80,0.908,0.333,0.62,0.365,P2->P17->P23,50.96,40.07,24,2.639,19.25,0.047,0,Normal
N121,0.44,0.491,0.466,0.228,P4->P18->P21,83.37,23.75,31,2.749,57.06,0.828,0,Data Tampering
N117,0.492,0.805,0.649,0.601,P1->P18->P30,54.72,19.59,72,2.037,1.64,0.835,1,Packet Drop
N88,0.689,0.328,0.508,0.013,P5->P11->P30,84.35,26.95,59,2.767,19.16,0.958,0,Packet Drop
N125,0.525,0.804,0.665,0.972,P7->P17->P25,91.23,15.32,85,3.32,24.47,0.26,0,Normal
N67,0.995,0.316,0.656,0.449,P3->P18->P22,74.72,25.15,31,3.786,26.96,0.915,0,Normal
N39,0.648,0.531,0.59,0.476,P9->P16->P26,56.3,25.95,88,1.14,21.42,0.19,0,Normal
N16,0.903,0.654,0.778,0.838,P10->P13->P21,60.71,9.83,32,1.885,55.99,0.008,1,Sybil Attack
N64,0.489,0.608,0.548,0.647,P2->P17->P29,78.35,31.24,37,3.309,52.12,0.033,0,Normal
N110,0.723,0.388,0.556,0.255,P7->P19->P26,88.26,14.61,81,0.724,48.12,0.917,0,Normal
N102,0.411,0.302,0.356,0.172,P3->P11->P29,58.38,22.25,81,3.656,6.44,0.743,0,Selective Forwarding
N198,0.552,0.957,0.754,0.248,P7->P12->P22,99.06,46.73,44,1.435,36.27,0.948,0,Packet Drop
N166,0.941,0.65,0.796,0.699,P10->P19->P30,91.06,42.63,20,1.585,21.62,0.155,0,Normal
N95,0.805,0.876,0.84,0.253,P8->P11->P24,91.5,44.71,57,1.983,30.74,0.574,0,Normal
N129,0.857,0.398,0.628,0.779,P7->P17->P27,98.06,33.55,10,1.028,31.51,0.366,0,Normal
N51,0.538,0.783,0.661,0.002,P7->P11->P28,56.85,12.71,72,1.344,53.76,0.573,0,Sybil Attack
N200,0.63,0.338,0.484,0.461,P7->P19->P23,67.97,41.12,39,4.358,55.9,0.091,0,Packet Drop
N22,0.212,0.757,0.484,0.004,P4->P11->P24,73.8,24.43,18,4.388,29.98,0.061,0,Normal
N31,0.726,0.424,0.575,0.797,P6->P15->P28,72.88,32.13,17,3.921,26.06,0.192,1,Packet Drop
N188,0.945,0.928,0.936,0.869,P1->P16->P22,75.44,37.81,52,1.218,55.55,0.089,1,Sybil Attack
N124,0.396,0.484,0.44,0.071,P9->P17->P26,65.58,9.45,35,1.123,37.55,0.556,0,Normal
N66,0.534,0.58,0.557,0.072,P10->P15->P21,80.27,12.95,63,4.721,34.3,0.013,0,Sybil Attack
N62,0.623,0.584,0.603,0.298,P7->P19->P28,52.75,45.66,91,0.513,12.38,0.539,0,Data Tampering
N118,0.552,0.387,0.47,0.285,P1->P12->P23,65.67,44.28,78,3.516,7.23,0.298,0,Normal
N4,0.787,0.899,0.843,0.572,P2->P17->P23,70.01,7.13,19,4.245,57.82,0.371,1,Selective Forwarding
N141,0.305,0.486,0.395,0.139,P6->P11->P21,82.1,26.54,83,1.138,4.61,0.798,0,Normal
N72,0.733,0.439,0.586,0.278,P3->P16->P22,80.06,44.53,25,3.925,51.08,0.811,0,Normal
N98,0.42,0.724,0.572,0.824,P2->P11->P29,67.24,6.19,92,0.907,22.25,0.053,1,Sybil Attack
N67,0.548,0.913,0.73,0.771,P6->P13->P25,64.5,26.55,16,1.884,26.37,0.197,0,Normal
N86,0.579,0.521,0.55,0.93,P7->P13->P27,52.13,26.35,78,0.866,38.77,0.175,0,Normal
N60,0.917,0.707,0.812,0.764,P8->P16->P25,94.54,6.23,25,1.375,27.97,0.13,1,Data Tampering
N67,0.278,0.855,0.566,0.976,P7->P15->P21,79.43,32.33,34,3.49,42.06,0.422,0,Normal
N36,0.679,0.697,0.688,0.792,P3->P12->P27,56.19,9.71,54,3.297,19.93,0.796,0,Normal
N191,0.911,0.973,0.942,0.302,P7->P17->P23,98.89,26.84,95,4.135,2.88,0.687,0,Sybil Attack
N129,0.934,0.538,0.736,0.541,P3->P13->P24,53.12,6.82,31,0.711,46.4,0.774,0,Normal
N91,0.867,0.319,0.593,0.285,P2->P13->P24,50.45,21.86,80,1.259,19.06,0.412,0,Normal
N40,0.947,0.89,0.918,0.168,P3->P20->P28,76.4,23.14,84,0.735,57.9,0.49,0,Normal
N61,0.533,0.489,0.511,0.255,P3->P13->P21,93.03,12.22,26,3.53,30.28,0.299,0,Normal
N7,0.329,0.873,0.601,0.709,P1->P16->P28,95.3,12.18,98,0.677,25.17,0.985,1,Data Tampering
N192,0.957,0.373,0.665,0.671,P9->P13->P25,88.61,36.75,15,2.909,4.7,0.216,1,Data Tampering
N3,0.886,0.295,0.59,0.295,P9->P11->P30,50.12,18.2,96,0.91,51.65,0.552,0,Packet Drop
N149,0.255,0.267,0.261,0.338,P6->P20->P21,97.94,36.55,67,4.234,56.77,0.512,0,Normal
N55,0.456,0.404,0.43,0.614,P9->P17->P23,69.18,29.0,15,4.048,53.43,0.612,1,Selective Forwarding
N199,0.495,0.336,0.416,0.349,P2->P12->P29,90.07,28.24,80,2.073,31.82,0.058,0,Data Tampering
N89,0.329,0.915,0.622,0.455,P6->P13->P30,97.17,35.11,31,2.292,30.79,0.541,0,Normal
N128,0.559,0.215,0.387,0.754,P6->P11->P29,69.35,37.63,31,0.852,44.51,0.819,0,Normal
N67,0.828,0.305,0.566,0.886,P5->P16->P30,65.57,22.7,24,1.677,18.26,0.755,0,Normal
N43,0.875,0.581,0.728,0.002,P7->P20->P22,57.44,17.65,51,4.966,54.45,0.733,0,Packet Drop
N49,0.369,0.78,0.574,0.676,P2->P15->P23,81.42,33.31,19,2.265,44.24,0.662,0,Normal
N48,0.291,0.572,0.432,0.346,P4->P19->P29,80.93,6.29,44,4.914,3.78,0.323,0,Normal
N84,0.852,0.619,0.736,0.344,P10->P18->P28,87.93,34.58,41,1.569,24.29,0.744,0,Normal
N7,0.305,0.346,0.326,0.227,P7->P16->P25,90.52,8.34,55,4.171,37.53,0.205,0,Normal
N189,0.652,0.392,0.522,0.677,P1->P15->P24,59.75,11.11,63,4.34,10.89,0.112,1,Data Tampering
N24,0.824,0.753,0.788,0.033,P7->P11->P21,66.21,16.82,12,4.698,55.0,0.678,0,Packet Drop
N63,0.28,0.758,0.519,0.447,P2->P12->P28,79.45,5.87,44,3.642,11.49,0.683,0,Normal
N182,0.89,0.653,0.772,0.561,P6->P15->P26,92.44,36.19,34,4.729,41.89,0.426,0,Normal
N9,0.607,0.396,0.502,0.768,P3->P19->P23,50.8,21.93,36,4.953,53.79,0.465,1,Packet Drop
N69,0.347,0.333,0.34,0.975,P5->P18->P23,76.45,9.39,35,2.72,48.16,0.864,0,Normal
N182,0.79,0.314,0.552,0.59,P10->P13->P23,60.97,7.9,56,2.226,6.6,0.607,1,Sybil Attack
N104,0.407,0.593,0.5,0.613,P10->P11->P30,76.22,36.23,61,2.864,47.33,0.563,0,Normal
N10,0.866,0.735,0.8,0.452,P7->P12->P24,83.96,5.81,98,1.398,24.35,0.268,0,Normal
N125,0.739,0.351,0.545,0.24,P9->P17->P23,95.46,37.9,39,3.528,17.08,0.539,0,Selective Forwarding
N89,0.774,0.508,0.641,0.058,P2->P11->P23,64.61,10.39,33,3.491,8.13,0.586,0,Normal
N75,0.895,0.637,0.766,0.578,P2->P17->P22,74.97,43.53,86,2.984,22.55,0.227,0,Normal
N51,0.937,0.807,0.872,0.992,P6->P14->P28,80.48,26.25,72,1.85,10.76,0.982,0,Normal
N106,0.961,0.971,0.966,0.575,P3->P19->P26,90.08,41.21,78,3.102,14.1,0.449,1,Packet Drop
N119,0.427,0.824,0.626,0.176,P1->P19->P27,53.44,21.77,90,2.782,22.69,0.325,0,Normal
N187,0.939,0.236,0.587,0.952,P5->P15->P23,85.05,34.79,20,0.731,20.24,0.766,0,Normal
N23,0.726,0.368,0.547,0.196,P8->P19->P27,79.11,13.04,76,2.979,24.57,0.763,0,Normal
N113,0.507,0.973,0.74,0.748,P4->P16->P22,71.37,17.69,34,2.23,47.9,0.087,0,Normal
N54,0.237,0.695,0.466,0.767,P2->P15->P26,99.95,16.09,18,1.694,49.57,0.575,0,Normal
N62,0.996,0.826,0.911,0.406,P5->P15->P27,57.75,41.92,48,2.687,52.52,0.95,0,Normal
N66,0.516,0.324,0.42,0.484,P5->P17->P21,85.96,43.75,66,4.645,19.62,0.573,0,Normal
N36,0.875,0.287,0.581,0.368,P5->P15->P26,58.27,39.23,72,2.434,6.61,0.64,0,Sybil Attack
N17,0.366,0.572,0.469,0.111,P9->P18->P26,61.09,12.17,19,4.091,21.39,0.087,0,Normal
N46,0.998,0.268,0.633,0.045,P2->P20->P30,77.44,17.59,37,4.788,42.45,0.171,0,Data Tampering
N65,0.641,0.638,0.64,0.01,P6->P16->P28,69.74,29.27,85,1.659,29.41,0.42,0,Normal
N72,0.266,0.444,0.355,0.505,P10->P16->P28,56.46,44.44,96,0.766,26.69,0.038,1,Sybil Attack
N125,0.323,0.974,0.648,0.831,P6->P20->P22,61.29,34.15,30,1.328,36.44,0.706,1,Sybil Attack
N126,0.61,0.808,0.709,0.064,P7->P19->P27,68.12,44.33,71,1.689,53.88,0.836,0,Sybil Attack
N7,0.293,0.858,0.576,0.125,P6->P16->P25,78.95,38.04,13,4.907,50.27,0.727,0,Data Tampering
N100,0.925,0.362,0.644,0.062,P8->P14->P27,50.24,46.65,88,1.007,20.3,0.648,0,Normal
N26,0.737,0.765,0.751,0.807,P5->P15->P21,84.46,9.41,69,4.115,8.26,0.634,0,Normal
N31,0.94,0.978,0.959,0.346,P2->P14->P23,87.78,34.34,28,1.174,21.88,0.241,0,Normal
N11,0.23,0.952,0.591,0.568,P7->P11->P30,58.72,13.43,12,0.643,18.79,0.362,0,Normal
N85,0.666,0.545,0.606,0.983,P1->P18->P22,56.76,44.62,49,2.083,35.62,0.685,0,Normal
N80,0.515,0.553,0.534,0.403,P8->P17->P30,84.41,22.78,20,0.515,28.93,0.781,0,Normal
N94,0.376,0.275,0.326,0.42,P6->P19->P26,96.21,22.01,37,0.778,43.36,0.781,0,Normal
N167,0.45,0.508,0.479,0.333,P3->P20->P29,83.25,49.84,66,1.011,14.9,0.282,0,Normal
N158,0.955,0.697,0.826,0.832,P5->P20->P21,92.22,12.22,82,0.59,1.64,0.363,0,Normal
N63,0.999,0.794,0.897,0.823,P6->P15->P23,79.13,27.49,79,3.599,5.75,0.285,1,Selective Forwarding
N67,0.397,0.591,0.494,0.732,P3->P20->P23,77.77,26.75,22,3.876,49.1,0.09,1,Packet Drop
N199,0.682,0.416,0.549,0.033,P2->P14->P27,57.16,17.06,77,3.228,17.93,0.956,0,Normal
N36,0.97,0.509,0.74,0.152,P9->P13->P24,92.73,37.64,41,4.502,59.6,0.882,0,Normal
N172,0.724,0.455,0.59,0.598,P2->P20->P23,85.17,27.79,77,2.857,35.03,0.845,0,Normal
N184,0.476,0.917,0.696,0.18,P3->P18->P27,95.29,15.16,28,2.863,30.09,0.592,0,Normal
N94,0.757,0.672,0.714,0.999,P2->P11->P23,62.13,6.41,71,3.45,48.67,0.238,0,Normal
N118,0.752,0.913,0.832,0.669,P4->P15->P25,60.2,26.13,46,3.944,24.58,0.761,0,Normal
N38,0.87,0.309,0.59,0.008,P6->P20->P30,86.87,16.66,97,2.87,52.06,0.367,0,Normal
N53,0.44,0.384,0.412,0.996,P10->P19->P21,77.38,38.15,77,0.582,26.5,0.022,0,Normal
N80,0.269,0.975,0.622,0.018,P4->P15->P28,89.61,35.17,59,0.541,57.74,0.874,0,Normal
N181,0.93,0.989,0.96,0.538,P9->P11->P27,68.28,48.0,21,4.243,51.78,0.77,0,Normal
N149,0.981,0.91,0.946,0.822,P10->P11->P24,56.91,24.36,93,1.12,17.94,0.956,1,Data Tampering
N129,0.732,0.442,0.587,0.475,P3->P14->P26,62.35,46.13,35,2.517,35.25,0.239,0,Normal
N172,0.307,0.408,0.358,0.59,P1->P13->P29,56.64,44.29,61,4.003,1.65,0.222,1,Packet Drop
N25,0.924,0.388,0.656,0.298,P9->P11->P27,75.02,32.81,20,4.512,34.36,0.259,0,Data Tampering
N185,0.855,0.827,0.841,0.859,P1->P14->P26,89.78,27.16,29,3.849,59.22,0.965,1,Data Tampering
N151,0.703,0.821,0.762,0.553,P8->P17->P25,81.12,18.5,29,1.548,25.33,0.68,0,Normal
N17,0.823,0.62,0.722,0.646,P10->P14->P30,64.13,43.31,24,1.61,47.44,0.075,1,Data Tampering
N86,0.798,0.943,0.87,0.91,P4->P11->P24,89.8,41.35,75,2.1,49.27,0.599,1,Packet Drop
N97,0.335,0.557,0.446,0.303,P6->P16->P28,57.03,26.65,11,3.326,28.71,0.407,0,Normal
N11,0.387,0.583,0.485,0.522,P6->P12->P25,76.14,9.34,34,4.615,6.79,0.297,1,Sybil Attack
N152,0.357,0.335,0.346,0.971,P2->P14->P27,63.35,47.79,68,2.249,39.1,0.036,0,Normal
N182,0.387,0.289,0.338,0.018,P10->P16->P27,73.25,21.51,46,1.729,35.36,0.634,0,Normal
N164,0.716,0.763,0.74,0.753,P10->P15->P30,58.63,16.88,24,4.261,12.17,0.815,0,Normal
N48,0.296,0.764,0.53,0.12,P10->P16->P23,72.02,35.8,22,0.712,38.26,0.465,0,Normal
N93,0.537,0.954,0.746,0.71,P7->P17->P22,66.57,33.88,43,0.569,2.91,0.893,0,Normal
N28,0.371,0.689,0.53,0.997,P1->P13->P28,55.37,36.74,91,1.459,21.9,0.922,0,Normal
N121,0.59,0.312,0.451,0.307,P4->P17->P30,87.66,36.98,77,1.174,32.49,0.553,0,Normal
N8,0.96,0.472,0.716,0.68,P6->P15->P25,65.56,28.25,88,4.831,8.29,0.459,0,Normal
N87,0.957,0.465,0.711,0.688,P6->P11->P22,69.82,32.15,97,2.527,26.72,0.985,0,Normal
N51,0.801,0.448,0.624,0.735,P8->P20->P22,81.23,34.18,54,4.653,23.54,0.026,1,Packet Drop
N114,0.623,0.367,0.495,0.288,P9->P17->P27,86.89,44.07,71,0.704,1.49,0.778,0,Normal
N71,0.756,0.676,0.716,0.735,P7->P11->P23,67.63,11.29,48,0.795,19.64,0.549,0,Normal
N157,0.388,0.458,0.423,0.326,P8->P20->P23,97.83,7.89,89,0.826,20.88,0.427,0,Normal
N154,0.621,0.272,0.446,0.068,P4->P13->P26,63.94,26.71,41,0.955,16.38,0.929,0,Sybil Attack
N145,0.701,0.901,0.801,0.477,P10->P20->P22,85.0,40.25,15,1.519,40.33,0.87,0,Normal
N27,0.889,0.27,0.58,0.755,P8->P13->P23,83.79,27.02,59,4.111,53.77,0.159,1,Data Tampering
N164,0.315,0.957,0.636,0.148,P6->P15->P23,54.1,29.78,88,1.804,40.36,0.46,0,Sybil Attack
N189,0.944,0.687,0.816,0.824,P4->P16->P30,51.67,34.67,65,0.761,19.74,0.768,0,Normal
N190,0.727,0.545,0.636,0.933,P4->P20->P28,60.24,39.0,77,1.644,15.33,0.424,0,Normal
N112,0.351,0.634,0.492,0.899,P8->P15->P22,60.44,31.29,22,0.801,43.1,0.427,1,Sybil Attack
N141,0.323,0.958,0.64,0.937,P3->P18->P26,65.19,21.71,18,3.448,17.5,0.491,0,Normal
N51,0.874,0.98,0.927,0.758,P4->P11->P30,91.11,27.13,15,1.017,36.48,0.038,1,Packet Drop
N14,0.319,0.488,0.403,0.5,P3->P19->P21,69.24,34.09,55,3.137,12.41,0.623,0,Normal
N172,0.792,0.708,0.75,0.839,P2->P17->P27,68.72,48.95,66,2.0,5.96,0.686,0,Normal
N168,0.383,0.639,0.511,0.166,P10->P17->P26,98.18,21.91,96,3.323,41.57,0.557,0,Normal
N79,0.294,0.369,0.332,0.043,P8->P12->P23,63.44,11.65,58,4.231,30.27,0.953,0,Normal
N161,0.527,0.457,0.492,0.02,P8->P14->P29,72.99,39.27,40,2.807,43.81,0.952,0,Normal
N189,0.903,0.925,0.914,0.564,P9->P12->P29,90.46,37.13,51,2.844,5.02,0.055,1,Sybil Attack
N62,0.726,0.485,0.605,0.734,P10->P15->P30,69.69,30.73,75,2.366,45.2,0.724,0,Normal
N25,0.988,0.803,0.896,0.179,P7->P20->P22,53.15,39.8,12,4.846,23.14,0.708,0,Normal
N81,0.461,0.331,0.396,0.316,P5->P13->P28,99.97,43.22,13,4.786,26.08,0.219,0,Normal
N126,0.673,0.95,0.812,0.661,P6->P19->P21,89.98,18.54,46,0.6,31.58,0.735,1,Sybil Attack
N26,0.214,0.8,0.507,0.353,P1->P14->P21,87.29,18.72,21,2.933,39.42,0.678,0,Normal
N113,0.971,0.642,0.806,0.995,P3->P18->P28,79.48,47.12,46,2.95,49.97,0.278,1,Packet Drop
N120,0.988,0.871,0.93,0.471,P8->P12->P23,66.29,39.86,66,3.01,27.35,0.379,0,Data Tampering
N159,0.346,0.52,0.433,0.189,P6->P13->P30,75.0,48.01,74,4.84,4.89,0.48,0,Data Tampering
N11,0.289,0.365,0.327,0.977,P8->P12->P29,55.11,6.87,61,1.099,14.5,0.561,0,Normal
N78,0.89,0.644,0.767,0.007,P3->P20->P22,64.73,14.03,32,1.912,35.09,0.148,0,Normal
N65,0.424,0.655,0.54,0.438,P1->P17->P30,79.42,7.82,54,4.925,58.54,0.867,0,Packet Drop
N158,0.399,0.279,0.339,0.343,P9->P12->P28,79.9,20.59,25,3.147,45.97,0.426,0,Selective Forwarding
N105,0.752,0.712,0.732,0.005,P9->P14->P28,90.9,34.45,95,2.466,57.39,0.692,0,Normal
N117,0.331,1.0,0.666,0.278,P1->P11->P29,99.17,49.44,62,4.872,20.75,0.403,0,Sybil Attack
N23,0.673,0.693,0.683,0.004,P9->P12->P27,87.21,33.37,58,4.039,43.77,0.321,0,Normal
N1,0.982,0.351,0.666,0.745,P4->P17->P26,66.2,11.11,60,2.338,17.26,0.861,0,Normal
N48,0.742,0.511,0.626,0.506,P7->P15->P23,70.78,9.31,30,1.44,41.34,0.03,0,Normal
N119,0.797,0.283,0.54,0.749,P1->P18->P27,90.84,46.21,47,3.319,48.32,0.862,1,Selective Forwarding
N171,0.204,0.683,0.444,0.82,P2->P20->P26,72.25,41.18,55,2.182,43.19,0.636,1,Data Tampering
N73,0.463,0.87,0.666,0.989,P1->P12->P28,63.55,11.51,71,1.172,48.83,0.127,0,Normal
N175,0.984,0.34,0.662,0.295,P9->P12->P22,91.63,20.49,69,4.568,28.87,0.883,0,Normal
N167,0.889,0.476,0.682,0.058,P4->P18->P22,84.68,6.05,28,4.131,40.57,0.895,0,Normal
N152,0.855,0.201,0.528,0.098,P2->P17->P29,97.58,18.74,57,4.163,50.98,0.455,0,Normal
N37,0.417,0.887,0.652,0.528,P7->P19->P28,74.49,9.51,41,3.53,53.64,0.111,0,Normal
N42,0.956,0.541,0.748,0.027,P7->P15->P29,69.57,30.64,70,0.83,31.83,0.087,0,Normal
N89,0.435,0.456,0.446,0.939,P8->P15->P28,99.3,16.85,34,0.537,57.7,0.307,1,Selective Forwarding
N76,0.577,0.548,0.562,0.504,P4->P13->P30,76.4,27.97,89,1.736,53.02,0.907,0,Normal
N97,0.586,0.5,0.543,0.178,P9->P19->P27,63.72,35.78,24,2.603,48.11,0.205,0,Data Tampering
N139,0.714,0.719,0.716,0.892,P7->P16->P28,84.94,18.15,45,3.91,3.86,0.606,1,Selective Forwarding
N41,0.989,0.284,0.636,0.231,P6->P14->P23,50.24,33.93,44,1.635,37.98,0.619,0,Normal
N42,0.559,0.543,0.551,0.875,P1->P14->P28,54.92,25.83,12,4.957,26.19,0.727,1,Data Tampering
N144,0.265,0.918,0.592,0.978,P6->P15->P27,83.93,10.26,34,4.415,22.02,0.815,1,Sybil Attack
N24,0.409,0.472,0.44,0.103,P10->P17->P26,66.35,32.26,68,2.064,49.5,0.982,0,Normal
N121,0.558,0.468,0.513,0.51,P5->P13->P29,92.96,9.45,23,4.902,45.12,0.621,0,Normal
